number,p04477_f001,p04477_f002,p04477_f003,p04477_f004,p04477_f005,p04477_f006,p04477_f007,p04477_f008,p04477_f009,p04477_f010,p04477_f011,p04477_f012,p04477_f013,p04477_f014,p04477_f015,p04477_f016,p04477_f017,p04477_f018,p04477_f019,p04477_f020,p04477_f021,p04477_f022,p04477_f023,
92,0638.HK,广和通,2025/10/21,191156,184378,6778,0,134385.00000000000000000000,4615.00000000000000000000,129770.0000000000000000,0,30046.7079000000000000000000000000000000000000,23268.7079000000000000000000000000000000000000,6778,0,194,34,160,0,550.9900000000000000,0.31000000000000000000,工业,信息技术,
93,6687.HK,聚水潭,2025/10/20,386815,365172,21643,0,99198.00000000000000000000,6115.00000000000000000000,93083.0000000000000000,0,48497.7878000000000000000000000000000000000000,31085.4878000000000000000000000000000000000000,17412.300000000000000000000000000000000000,0,59,32,27,0,1952.9500000000000000,0.13000000000000000000,资讯科技业,信息技术,
94,2637.HK,海西新药,2025/10/17,316139,298721,17418,0,51755.00000000000000000000,4255.00000000000000000000,47500.0000000000000000,0,22058.5884000000000000000000000000000000000000,11409.2284000000000000000000000000000000000000,10649.360000000000000000000000000000000000,0,42,32,10,0,3165.1000000000000000,1.00000000000000000000,医疗保健业,医疗保健,
95,2670.HK,云迹,2025/10/15,260092,248480,11612,0,20905.00000000000000000000,4255.00000000000000000000,16650.0000000000000000,0,24772.7427000000000000000000000000000000000000,13734.2827000000000000000000000000000000000000,11038.460000000000000000000000000000000000,0,40,32,8,0,5657.2000000000000000,3.0000000000000000,资讯科技业,工业,
96,2575.HK,轩竹生物-B,2025/10/14,376021,356505,19516,0,25988.00000000000000000000,3255.00000000000000000000,22733.0000000000000000,0,15197.5142000000000000000000000000000000000000,7234.8614000000000000000000000000000000000000,7962.6528000000000000000000000000000000000000,0,40,31,9,0,4908.3300000000000000,1.00000000000000000000,医疗保健业,医疗保健,
97,2650.HK,挚达科技,2025/10/09,201807,184313,17494,0,27634.00000000000000000000,6655.00000000000000000000,20979.0000000000000000,0,11489.0590000000000000000000000000000000000000,6643.9260000000000000000000000000000000000000,4845.1330000000000000000000000000000000000000,0,44,36,8,0,5440.8000000000000000,0.04000000000000000000,工业,非日常生活消费品,
98,8549.HK,金叶国际集团,2025/10/09,168066,168066,0,0,14655.00000000000000000000,14655.00000000000000000000,0,0,3044.1571000000000000000000000000000000000000,3044.1571000000000000000000000000000000000000,0,0,41,41,0,0,11464.720000000000,0.50000000000000000000,地产建筑业,工业,
99,2652.HK,长风药业,2025/10/06,264209,242915,21294,0,19375.00000000000000000000,2455.00000000000000000000,16920.0000000000000000,0,8292.4024000000000000000000000000000000000000,4318.6944000000000000000000000000000000000000,3973.7080000000000000000000000000000000000000,0,39,30,9,0,6697.8000000000000000,1.00000000000000000000,医疗保健业,医疗保健,
100,2259.HK,紫金黄金国际,2025/09/29,350775,326642,24133,0,834610.00000000000000000000,2715.00000000000000000000,831895.0000000000000000,0,198426.0875000000000000000000000000000000000000,174293.0875000000000000000000000000000000000000,24133,0,1200,28,1172,0,240.7400000000000000,50.0000000000000000,原材料业,原材料,
101,2583.HK,西普尼,2025/09/29,160901,156291,4610,0,20415.00000000000000000000,6115.00000000000000000000,14300.0000000000000000,0,9547.7769000000000000000000000000000000000000,5380.3769000000000000000000000000000000000000,4167.400000000000000000000000000000000000,0,36,32,4,0,2505.9000000000000000,1.00000000000000000000,非必需性消费,非日常生活消费品,
102,2889.HK,博泰车联,2025/09/29,108368,105110,3258,0,101107.00000000000000000000,7515.00000000000000000000,93592.0000000000000000,0,18063.1030000000000000000000000000000000000000,14805.1030000000000000000000000000000000000000,3258,0,169,36,133,0,529.7900000000000000,0.26000000000000000000,非必需性消费,信息技术,
103,9973.HK,奇瑞汽车,2025/09/24,207928,194695,13233,0,448693.00000000000000000000,5995.00000000000000000000,442698.0000000000000000,0,68748.2960000000000000000000000000000000000000,55515.2960000000000000000000000000000000000000,13233,0,1002,49,953,0,308.1800000000000000,0.67000000000000000000,非必需性消费,非日常生活消费品,
104,6090.HK,不同集团,2025/09/22,154400,141789,12611,0,33105.00000000000000000000,3415.00000000000000000000,29690.0000000000000000,0,10379.4747000000000000000000000000000000000000,5292.9747000000000000000000000000000000000000,5086.500000000000000000000000000000000000,0,40,29,11,0,3317.4700000000000000,1.00000000000000000000,非必需性消费,非日常生活消费品,
105,2595.HK,劲方医药-B,2025/09/18,257876,235959,21917,0,100415.00000000000000000000,4765.00000000000000000000,95650.0000000000000000,0,30830.1904000000000000000000000000000000000000,18867.2904000000000000000000000000000000000000,11962.900000000000000000000000000000000000,0,53,29,24,0,2662.7900000000000000,0.08000000000000000000,医疗保健业,医疗保健,
106,2656.HK,健康160,2025/09/16,69550,67433,2117,0,31324.00000000000000000000,6595.00000000000000000000,24729.0000000000000000,0,8872.5504000000000000000000000000000000000000,6755.5504000000000000000000000000000000000000,2117,0,58,33,25,0,751.7700000000000000,8.0000000000000000,医疗保健业,医疗保健,
107,2525.HK,禾赛-W,2025/09/15,93392,91221,2171,0,207515.00000000000000000000,4015.00000000000000000000,203500.0000000000000000,0,47249.0656000000000000000000000000000000000000,45078.0656000000000000000000000000000000000000,2171,0,1030,28,1002,0,168.6500000000000000,30.0000000000000000,资讯科技业,信息技术,
108,2543.HK,大行科工,2025/09/08,223909,206523,17386,0,27975.00000000000000000000,7015.00000000000000000000,20960.0000000000000000,0,7903.6932000000000000000000000000000000000000,3834.8832000000000000000000000000000000000000,4068.8100000000000000000000000000000000000000,0,41,32,9,0,7558.4000000000000000,0.02000000000000000000,非必需性消费,非日常生活消费品,
109,2580.HK,奥克斯电气,2025/09/01,153533,147381,6152,0,100910.00000000000000000000,4015.00000000000000000000,96895.0000000000000000,0,77933.8104000000000000000000000000000000000000,71781.8104000000000000000000000000000000000000,6152,0,1036,85,951,0,557.2000000000000000,10.0000000000000000,非必需性消费,非日常生活消费品,
110,3858.HK,佳鑫国际资源,2025/08/27,164446,149942,14504,0,93841.00000000000000000000,3865.00000000000000000000,89976.0000000000000000,0,24968.0118000000000000000000000000000000000000,13729.6618000000000000000000000000000000000000,11238.350000000000000000000000000000000000,0,50,29,21,0,2041.6200000000000000,1.00000000000000000000,原材料业,原材料,
111,6960.HK,双登股份,2025/08/25,217990,197912,20078,0,25111.00000000000000000000,2455.00000000000000000000,22656.0000000000000000,0,12886.3902000000000000000000000000000000000000,6071.8302000000000000000000000000000000000000,6814.560000000000000000000000000000000000,0,40,30,10,0,3876.2500000000000000,0.06000000000000000000,工业,信息技术,
112,2631.HK,天岳先进,2025/08/19,215519,204270,11249,0,56051.00000000000000000000,6115.00000000000000000000,49936.0000000000000000,0,90772.7603000000000000000000000000000000000000,79523.7603000000000000000000000000000000000000,11249,0,114,31,83,0,2809.1900000000000000,30.0000000000000000,资讯科技业,信息技术,
113,2591.HK,银诺医药-B,2025/08/14,256072,233412,22660,0,60154.00000000000000000000,4015.00000000000000000000,56139.0000000000000000,0,18297.0722000000000000000000000000000000000000,8894.0984000000000000000000000000000000000000,9402.9738000000000000000000000000000000000000,0,40,28,12,0,5341.6600000000000000,0.50000000000000000000,医疗保健业,医疗保健,
114,2627.HK,中慧生物-B,2025/08/08,191879,180161,11718,0,51376.00000000000000000000,5515.00000000000000000000,45861.0000000000000000,0,19045.2058000000000000000000000000000000000000,10118.3558000000000000000000000000000000000000,8926.850000000000000000000000000000000000,0,39,29,10,0,4007.6400000000000000,1.00000000000000000000,医疗保健业,医疗保健,
115,9887.HK,维立志博-B,2025/07/24,323706,303298,20408,0,91142.00000000000000000000,6115.00000000000000000000,85027.0000000000000000,0,73332.8297000000000000000000000000000000000000,52924.8297000000000000000000000000000000000000,20408,0,109,35,74,0,3494.7800000000000000,0.27000000000000000000,医疗保健业,医疗保健,
116,1304.HK,FORTIOR,2025/07/08,66796,65651,1145,0,34265.00000000000000000000,1615.00000000000000000000,32650.0000000000000000,0,30868.3154000000000000000000000000000000000000,29723.3154000000000000000000000000000000000000,1145,0,1134,39,1095,0,138.2600000000000000,20.0000000000000000,资讯科技业,信息技术,
117,2590.HK,极智嘉-W,2025/07/08,94292,92816,1476,0,185103.00000000000000000000,4015.00000000000000000000,181088.0000000000000000,0,39484.6039000000000000000000000000000000000000,38008.6039000000000000000000000000000000000000,1476,0,6235,171,6064,0,133.6200000000000000,4.2600000000000000,资讯科技业,工业,
118,2597.HK,讯众通信,2025/07/08,9119,9104,15,0,10155.00000000000000000000,3255.00000000000000000000,6900.0000000000000000,0,2912.4009000000000000000000000000000000000000,2897.4009000000000000000000000000000000000000,15,0,1382,41,1341,0,12.7900000000000000,20.0100000000000000,电讯业,信息技术,
119,2651.HK,大众口腔,2025/07/08,35263,35180,83,0,37546.00000000000000000000,9615.00000000000000000000,27931.0000000000000000,0,8701.6881000000000000000000000000000000000000,8618.6881000000000000000000000000000000000000,83,0,1062,45,1017,0,108.2500000000000000,10.0000000000000000,医疗保健业,医疗保健,
120,6613.HK,蓝思科技,2025/07/08,229080,221394,7686,0,357886.00000000000000000000,4515.00000000000000000000,353371.0000000000000000,0,161996.5517000000000000000000000000000000000000,154310.5517000000000000000000000000000000000000,7686,0,2343,46,2297,0,462.7600000000000000,20.0000000000000000,工业,信息技术,
121,1828.HK,富卫集团,2025/07/04,61689,61402,287,0,155786.00000000000000000000,6115.00000000000000000000,149671.0000000000000000,0,38387.0198000000000000000000000000000000000000,38100.0198000000000000000000000000000000000000,287,0,19670,272,19398,0,37.1300000000000000,20.0000000000000000,金融业,金融,
122,2648.HK,安井食品,2025/07/03,32830,32333,497,0,107612.00000000000000000000,3415.00000000000000000000,104197.0000000000000000,0,27728.0920000000000000000000000000000000000000,27231.0920000000000000000000000000000000000000,497,0,6301,186,6115,0,44.2000000000000000,70.0000000000000000,必需性消费,日常消费品,
123,2592.HK,拨康视云-B,2025/07/02,29007,28794,213,0,22313.00000000000000000000,3255.00000000000000000000,19058.0000000000000000,0,7403.3720000000000000000000000000000000000000,7190.3720000000000000000000000000000000000000,213,0,741,59,682,0,78.7800000000000000,5.0000000000000000,医疗保健业,医疗保健,
124,3880.HK,泰德医药,2025/06/27,70338,69673,665,0,53515.00000000000000000000,7615.00000000000000000000,45900.0000000000000000,0,38688.2532000000000000000000000000000000000000,38023.2532000000000000000000000000000000000000,665,0,930,46,884,0,301.1500000000000000,50.0000000000000000,医疗保健业,医疗保健,
125,6603.HK,IFBH,2025/06/27,236078,215863,20215,0,70061.00000000000000000000,3015.00000000000000000000,67046.0000000000000000,0,72216.0227000000000000000000000000000000000000,52001.0227000000000000000000000000000000000000,20215,0,80,27,53,0,2682.3500000000000000,10.0000000000000000,必需性消费,日常消费品,
126,9678.HK,云知声,2025/06/27,25483,25390,93,0,19917.00000000000000000000,7015.00000000000000000000,12902.0000000000000000,0,8445.9741000000000000000000000000000000000000,8352.9741000000000000000000000000000000000000,93,0,1167,134,1033,0,91.6600000000000000,10.0100000000000000,资讯科技业,信息技术,
127,6883.HK,颖通控股,2025/06/26,31796,31678,118,0,64200.00000000000000000000,11530.00000000000000000000,52670.0000000000000000,0,31796,31678,118,0,8367,608,7759,0,35.8400000000000000,10.0000000000000000,医疗保健业,日常消费品,
128,2508.HK,圣贝拉集团,2025/06/25,52464,51796,668,0,31797.00000000000000000000,6855.00000000000000000000,24942.0000000000000000,0,14587.7689000000000000000000000000000000000000,13919.7689000000000000000000000000000000000000,668,0,850,170,680,0,193.0000000000000000,2.5400000000000000,非必需性消费,医疗保健,
129,6168.HK,周六福,2025/06/25,126409,123062,3347,0,98519.00000000000000000000,8115.00000000000000000000,90404.0000000000000000,0,39559.4199000000000000000000000000000000000000,36212.4199000000000000000000000000000000000000,3347,0,636,79,557,0,711.1100000000000000,0.82000000000000000000,非必需性消费,非日常生活消费品,
130,2619.HK,香江电器,2025/06/24,48554,46894,1660,0,18526.00000000000000000000,6115.00000000000000000000,12411.0000000000000000,0,16589.9244000000000000000000000000000000000000,14929.9244000000000000000000000000000000000000,1660,0,94,35,59,0,852.3800000000000000,10.0000000000000000,非必需性消费,非日常生活消费品,
131,2643.HK,曹操出行,2025/06/24,25263,25174,89,0,37615.00000000000000000000,6115.00000000000000000000,31500.0000000000000000,0,19398.8065000000000000000000000000000000000000,19309.8065000000000000000000000000000000000000,89,0,8642,385,8257,0,21.1400000000000000,50.0000000000000000,非必需性消费,信息技术,
132,2050.HK,三花智控,2025/06/20,334840,313491,21349,0,740110.00000000000000000000,6495.00000000000000000000,733615.0000000000000000,0,215357.2546000000000000000000000000000000000000,194008.2546000000000000000000000000000000000000,21349,0,2014,77,1937,0,747.9200000000000000,15.0000000000000000,工业,非日常生活消费品,
133,2609.HK,佰泽医疗,2025/06/20,24054,23950,104,0,38707.00000000000000000000,3865.00000000000000000000,34842.0000000000000000,0,9659.1250000000000000000000000000000000000000,9555.1250000000000000000000000000000000000000,104,0,1739,78,1661,0,25.9200000000000000,20.0000000000000000,医疗保健业,医疗保健,
134,2617.HK,药捷安康-B,2025/06/20,135427,130077,5350,0,21566.00000000000000000000,7910.00000000000000000000,13656.0000000000000000,0,135427,130077,5350,0,39,33,6,0,3419.8700000000000000,0.80000000000000000000,医疗保健业,医疗保健,
135,3288.HK,海天味业,2025/06/18,379668,356998,22670,0,409086.00000000000000000000,6115.00000000000000000000,402971.0000000000000000,0,172089.4185000000000000000000000000000000000000,149419.4185000000000000000000000000000000000000,22670,0,574,54,520,0,918.1500000000000000,5.0000000000000000,必需性消费,日常消费品,
136,2573.HK,新琪安,2025/06/09,21482,21319,163,0,21676.00000000000000000000,14030.00000000000000000000,7646.0000000000000000,0,21482,21319,163,0,151,44,107,0,149.3700000000000000,10.0000000000000000,必需性消费,日常消费品,
137,2605.HK,元光科技,2025/06/09,32176,31844,332,0,23972.00000000000000000000,8115.00000000000000000000,15857.0000000000000000,0,15745.2986000000000000000000000000000000000000,15413.2986000000000000000000000000000000000000,332,0,372,34,338,0,274.4400000000000000,45.0000000000000000,非必需性消费,通讯业务,
138,9881.HK,容大科技,2025/06/09,26751,26387,364,0,20590.00000000000000000000,6510.00000000000000000000,14080.0000000000000000,0,26751,26387,364,0,106,31,75,0,275.9600000000000000,6.0100000000000000,资讯科技业,信息技术,
139,2621.HK,手回集团,2025/05/29,53647,52375,1272,0,20910.00000000000000000000,6615.00000000000000000000,14295.0000000000000000,0,14160.5490000000000000000000000000000000000000,12888.5490000000000000000000000000000000000000,1272,0,109,34,75,0,990.0000000000000000,5.0000000000000000,金融业,金融,
140,2565.HK,派格生物医药-B,2025/05/26,49627,48276,1351,0,18383.00000000000000000000,3255.00000000000000000000,15128.0000000000000000,0,10415.9861000000000000000000000000000000000000,9064.9861000000000000000000000000000000000000,1351,0,124,33,91,0,743.7800000000000000,8.0000000000000000,医疗保健业,医疗保健,
141,2603.HK,吉宏股份,2025/05/26,18521,18304,217,0,37046.00000000000000000000,3255.00000000000000000000,33791.0000000000000000,0,11937.0362000000000000000000000000000000000000,11720.0362000000000000000000000000000000000000,217,0,2131,121,2010,0,49.3900000000000000,50.0000000000000000,非必需性消费,非日常生活消费品,
142,1276.HK,恒瑞医药,2025/05/23,203874,194421,9453,0,130886.00000000000000000000,3015.00000000000000000000,127871.0000000000000000,0,92416.7280000000000000000000000000000000000000,82963.7280000000000000000000000000000000000000,9453,0,769,37,732,0,454.8500000000000000,10.0000000000000000,医疗保健业,医疗保健,
143,2629.HK,MIRXES-B,2025/05/22,21541,21436,105,0,110305.00000000000000000000,6495.00000000000000000000,103810.0000000000000000,0,21021.6240000000000000000000000000000000000000,20916.6240000000000000000000000000000000000000,105,0,6074,90,5984,0,25.5100000000000000,95.0000000000000000,医疗保健业,医疗保健,
144,3750.HK,宁德时代,2025/05/19,310827,291778,19049,0,234205.00000000000000000000,595.00000000000000000000,233610.0000000000000000,0,69886.6246000000000000000000000000000000000000,50837.6246000000000000000000000000000000000000,19049,0,1198,19,1179,0,151.1500000000000000,10.0000000000000000,工业,信息技术,
145,6831.HK,绿茶集团,2025/05/15,98482,95708,2774,0,103510.00000000000000000000,6465.00000000000000000000,97045.0000000000000000,0,71751.4014000000000000000000000000000000000000,68977.4014000000000000000000000000000000000000,2774,0,1042,57,985,0,317.5400000000000000,40.0000000000000000,非必需性消费,非日常生活消费品,
146,2589.HK,沪上阿姨,2025/05/07,127637,119494,8143,0,23834.00000000000000000000,7315.00000000000000000000,16519.0000000000000000,0,28173.4085000000000000000000000000000000000000,20030.4085000000000000000000000000000000000000,8143,0,51,36,15,0,3616.8300000000000000,10.0000000000000000,必需性消费,日常消费品,
147,2865.HK,钧达股份,2025/05/07,9151,9137,14,0,50115.00000000000000000000,6115.00000000000000000000,44000.0000000000000000,0,4988.2328000000000000000000000000000000000000,4974.2328000000000000000000000000000000000000,14,0,18179,1369,16810,0,3.5000000000000000,23.8400000000000000,工业,信息技术,
148,1333.HK,博雷顿,2025/05/06,30638,30391,247,0,16565.00000000000000000000,7315.00000000000000000000,9250.0000000000000000,0,4935.4883000000000000000000000000000000000000,4688.4883000000000000000000000000000000000000,247,0,179,57,122,0,198.7200000000000000,2.0000000000000000,工业,工业,
149,9606.HK,映恩生物-B,2025/04/14,26857,25720,1137,0,52651.00000000000000000000,1615.00000000000000000000,51036.0000000000000000,0,24799.9908000000000000000000000000000000000000,23662.9908000000000000000000000000000000000000,1137,0,1798,50,1748,0,115.1400000000000000,80.0100000000000000,医疗保健业,医疗保健,
150,3677.HK,正力新能,2025/04/11,5998,5992,6,0,41999.00000000000000000000,7245.00000000000000000000,34754.0000000000000000,0,5998.0000000000000000000000000000000000000000,5992.0000000000000000000000000000000000000000,6,0,10285,917,9368,0,3.5100000000000000,100.0000000000000000,工业,信息技术,
151,2625.HK,江苏宏信,2025/03/28,9084,9077,7,0,14065.00000000000000000000,10065.00000000000000000000,4000.0000000000000000,0,2490.9458000000000000000000000000000000000000,2483.9458000000000000000000000000000000000000,7,0,1463,122,1341,0,46.9600000000000000,3.9100000000000000,必需性消费,日常消费品,
152,2569.HK,舒宝国际,2025/03/26,19843,19731,112,0,16955.00000000000000000000,8455.00000000000000000000,8500.0000000000000000,0,10958.4528000000000000000000000000000000000000,10846.4528000000000000000000000000000000000000,112,0,486,48,438,0,167.0900000000000000,30.0100000000000000,必需性消费,非日常生活消费品,
153,2610.HK,南山铝业国际,2025/03/24,12791,12760,31,0,43115.00000000000000000000,6115.00000000000000000000,37000.0000000000000000,0,12791.0000000000000000000000000000000000000000,12760.0000000000000000000000000000000000000000,31,0,13347,601,12746,0,3.8900000000000000,100.0000000000000000,原材料业,原材料,
154,2561.HK,维昇药业-B,2025/03/20,22345,22138,207,0,32065.00000000000000000000,2715.00000000000000000000,29350.0000000000000000,0,7497.9614000000000000000000000000000000000000,7290.9614000000000000000000000000000000000000,207,0,2109,165,1944,0,72.6400000000000000,6.2700000000000000,医疗保健业,医疗保健,
155,6693.HK,赤峰黄金,2025/03/07,29964,29872,92,0,85015.00000000000000000000,5515.00000000000000000000,79500.0000000000000000,0,19625.0867000000000000000000000000000000000000,19533.0867000000000000000000000000000000000000,92,0,13012,194,12818,0,9.5300000000000000,28.0000000000000000,原材料业,原材料,
156,2097.HK,蜜雪集团,2025/02/28,264992,226091,38901,0,39095.00000000000000000000,1065.00000000000000000000,38030.0000000000000000,0,70232.4588000000000000000000000000000000000000,42670.3088000000000000000000000000000000000000,27562.150000000000000000000000000000000000,0,42,25,17,0,5258.2100000000000000,8.0000000000000000,必需性消费,非日常生活消费品,
157,1364.HK,古茗,2025/02/11,29086,27448,1638,0,102441.00000000000000000000,5115.00000000000000000000,97326.0000000000000000,0,29086.0000000000000000000000000000000000000000,27448.0000000000000000000000000000000000000000,1638,0,870,141,729,0,194.8700000000000000,100.0000000000000000,必需性消费,非日常生活消费品,
158,2571.HK,赛目科技,2025/01/14,4565,4561,4,0,9265.00000000000000000000,6015.00000000000000000000,3250.0000000000000000,0,4565.0000000000000000000000000000000000000000,4561.0000000000000000000000000000000000000000,4,0,3789,539,3250,0,2.6600000000000000,100.0000000000000000,资讯科技业,信息技术,
159,0805.HK,新吉奥房车,2025/01/10,2336,2333,3,0,3665.00000000000000000000,3665.00000000000000000000,0,0,2043.9852000000000000000000000000000000000000,2040.9852000000000000000000000000000000000000,3,0,5432,632,4800,0,2.5200000000000000,80.0400000000000000,非必需性消费,非日常生活消费品,
160,2596.HK,宜宾银行,2025/01/10,2352,2352,0,0,2615.00000000000000000000,2615.00000000000000000000,0,0,2352.0000000000000000000000000000000000000000,2352.0000000000000000000000000000000000000000,0,0,2615,2615,0,0,0.21000000000000000000,100.0000000000000000,金融业,金融,
161,0325.HK,布鲁可,2025/01/09,126841,98721,28120,0,16335.00000000000000000000,1315.00000000000000000000,15020.0000000000000000,0,39336.8348000000000000000000000000000000000000,20100.8888000000000000000000000000000000000000,19235.946000000000000000000000000000000000,0,39,26,13,0,5999.9600000000000000,10.0000000000000000,非必需性消费,非日常生活消费品,
162,2530.HK,纽曼思,2025/01/09,9340,9277,63,0,11427.00000000000000000000,2115.00000000000000000000,9312.0000000000000000,0,5958.0510000000000000000000000000000000000000,5895.0510000000000000000000000000000000000000,63,0,1045,29,1016,0,65.1700000000000000,50.0100000000000000,医疗保健业,非日常生活消费品,
163,2560.HK,海螺材料科技,2025/01/08,11856,11839,17,0,18364.00000000000000000000,6115.00000000000000000000,12249.0000000000000000,0,9681.8000000000000000000000000000000000000000,9664.8000000000000000000000000000000000000000,17,0,5809,207,5602,0,25.8300000000000000,70.0000000000000000,原材料业,原材料,
164,2613.HK,汇舸环保,2025/01/08,12389,12351,38,0,20115.00000000000000000000,6115.00000000000000000000,14000.0000000000000000,0,7754.7891000000000000000000000000000000000000,7716.7891000000000000000000000000000000000000,38,0,1409,45,1364,0,55.3300000000000000,40.0100000000000000,工业,工业,
165,6681.HK,脑动极光-B,2025/01/07,10891,10878,13,0,18215.00000000000000000000,5215.00000000000000000000,13000.0000000000000000,0,7467.9263000000000000000000000000000000000000,7454.9263000000000000000000000000000000000000,13,0,3318,55,3263,0,11.3900000000000000,50.0100000000000000,医疗保健业,医疗保健,
166,2506.HK,讯飞医疗科技,2024/12/27,3136,3128,8,0,22180.00000000000000000000,4344.00000000000000000000,17836.0000000000000000,0,3136,3128,8,0,6351,553,5798,0,3.6600000000000000,80.0500000000000000,医疗保健业,医疗保健,
167,2577.HK,英诺赛科,2024/12/27,6105,6095,10,0,23115.00000000000000000000,6115.00000000000000000000,17000.0000000000000000,0,5531.8867000000000000000000000000000000000000,5521.8867000000000000000000000000000000000000,10,0,13354,918,12436,0,2.8700000000000000,80.0100000000000000,资讯科技业,信息技术,
168,2587.HK,健康之路,2024/12/27,4889,4869,20,0,17555.00000000000000000000,6655.00000000000000000000,10900.0000000000000000,0,3224.6702000000000000000000000000000000000000,3204.6702000000000000000000000000000000000000,20,0,1253,40,1213,0,34.4200000000000000,50.0000000000000000,医疗保健业,信息技术,
169,2431.HK,佑驾创新,2024/12/24,11407,11382,25,0,20015.00000000000000000000,4015.00000000000000000000,16000.0000000000000000,0,7898.8897000000000000000000000000000000000000,7873.8897000000000000000000000000000000000000,25,0,2786,51,2735,0,14.0400000000000000,50.0100000000000000,资讯科技业,非日常生活消费品,
170,2432.HK,越疆,2024/12/20,4243,4232,11,0,20665.00000000000000000000,5665.00000000000000000000,15000.0000000000000000,0,2673.9687000000000000000000000000000000000000,2662.9687000000000000000000000000000000000000,11,0,2342,439,1903,0,9.2500000000000000,50.0000000000000000,资讯科技业,信息技术,
171,0999.HK,小菜园,2024/12/19,2488,2483,5,0,8190.00000000000000000000,1565.00000000000000000000,6625.0000000000000000,0,2488.0000000000000000000000000000000000000000,2483.0000000000000000000000000000000000000000,5,0,5965,559,5406,0,1.4400000000000000,100.0000000000000000,非必需性消费,非日常生活消费品,
172,2593.HK,草姬集团,2024/12/18,55863,48647,7216,0,18323.00000000000000000000,10990.00000000000000000000,7333.0000000000000000,0,17045.2892000000000000000000000000000000000000,9829.2892000000000000000000000000000000000000,7216,0,40,36,4,0,6083.6300000000000000,3.0000000000000000,医疗保健业,医疗保健,
173,1318.HK,毛戈平,2024/12/09,69601,61726,7875,0,89909.00000000000000000000,7615.00000000000000000000,82294.0000000000000000,0,69601.0000000000000000000000000000000000000000,61726.0000000000000000000000000000000000000000,7875,0,365,118,247,0,919.1800000000000000,100.0000000000000000,医疗保健业,日常消费品,
174,2570.HK,重塑能源,2024/12/05,2411,2408,3,0,12065.00000000000000000000,3565.00000000000000000000,8500.0000000000000000,0,1875.0121000000000000000000000000000000000000,1872.0121000000000000000000000000000000000000,3,0,10388,1888,8500,0,1.5500000000000000,56.8100000000000000,工业,信息技术,
175,2586.HK,多点数智,2024/12/05,2988,2984,4,0,12209.00000000000000000000,6209.00000000000000000000,6000.0000000000000000,0,2988.0000000000000000000000000000000000000000,2984.0000000000000000000000000000000000000000,4,0,7502,1502,6000,0,1.9400000000000000,100.0000000000000000,资讯科技业,通讯业务,
176,2585.HK,梦金园,2024/11/28,8591,8553,38,0,57254.00000000000000000000,5515.00000000000000000000,51739.0000000000000000,0,3718.0331000000000000000000000000000000000000,3680.0331000000000000000000000000000000000000,38,0,8266,390,7876,0,20.5800000000000000,7.6600000000000000,非必需性消费,非日常生活消费品,
177,2566.HK,九源基因,2024/11/27,30759,28214,2545,0,64865.00000000000000000000,9265.00000000000000000000,55600.0000000000000000,0,21275.3921000000000000000000000000000000000000,18730.3921000000000000000000000000000000000000,2545,0,396,89,307,0,675.8300000000000000,20.0100000000000000,医疗保健业,医疗保健,
178,6936.HK,顺丰控股,2024/11/26,82574,81205,1369,0,170390.00000000000000000000,3015.00000000000000000000,167375.0000000000000000,0,47246.1928000000000000000000000000000000000000,45877.1928000000000000000000000000000000000000,1369,0,3392,63,3329,0,79.0700000000000000,20.0000000000000000,工业,工业,
179,2582.HK,国富氢能,2024/11/14,5904,5868,36,0,13815.00000000000000000000,3915.00000000000000000000,9900.0000000000000000,0,2428.8435000000000000000000000000000000000000,2392.8435000000000000000000000000000000000000,36,0,981,84,897,0,21.0700000000000000,15.0300000000000000,工业,工业,
180,2519.HK,傲基股份,2024/11/07,5570,5546,24,0,17997.00000000000000000000,4015.00000000000000000000,13982.0000000000000000,0,4896.0496000000000000000000000000000000000000,4872.0496000000000000000000000000000000000000,24,0,4348,294,4054,0,17.7400000000000000,70.0200000000000000,非必需性消费,非日常生活消费品,
181,2551.HK,晶科电子股份,2024/11/07,61975,54157,7818,0,15495.00000000000000000000,10915.00000000000000000000,4580.0000000000000000,0,15229.3162000000000000000000000000000000000000,7424.3162000000000000000000000000000000000000,7805.000000000000000000000000000000000000,0,42,39,3,0,5677.8300000000000000,0.24000000000000000000,工业,信息技术,
182,2510.HK,德翔海运,2024/10/31,6861,6846,15,0,34315.00000000000000000000,7315.00000000000000000000,27000.0000000000000000,0,3023.6178000000000000000000000000000000000000,3008.6178000000000000000000000000000000000000,15,0,5586,375,5211,0,12.0900000000000000,5.8700000000000000,工业,工业,
183,2563.HK,华昊中天医药-B,2024/10/30,7175,7149,26,0,17015.00000000000000000000,4765.00000000000000000000,12250.0000000000000000,0,1970.6857000000000000000000000000000000000000,1944.6857000000000000000000000000000000000000,26,0,1457,177,1280,0,21.4500000000000000,4.4500000000000000,医疗保健业,医疗保健,
184,2465.HK,龙蟠科技,2024/10/29,6292,6282,10,0,13455.00000000000000000000,5855.00000000000000000000,7600.0000000000000000,0,5377.9098000000000000000000000000000000000000,5367.9098000000000000000000000000000000000000,10,0,3722,330,3392,0,3.9900000000000000,70.0200000000000000,工业,信息技术,
