security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,number,result_or_latest_date_raw,offer_type,has_public_offer,is_transfer_or_intro_raw,reserved_f007,market_cap_at_ipo_hkd_mn,global_offer_shares_initial,global_offer_shares_final_base,global_offer_shares_with_oa,global_offer_shares_ex_oa_or_exercised_raw,public_offer_shares_initial,public_offer_shares_final,international_offer_shares_initial,international_offer_shares_final,placing_or_reserved_shares_initial_raw,placing_or_reserved_shares_final_raw,other_offer_shares_initial_raw,other_offer_shares_final_raw,over_allotment_option_shares,over_allotment_exercised_shares,reserved_f037,reserved_f038,sale_shares_initial_raw,sale_shares_final_raw,cornerstone_shares_from_first_issue,gross_proceeds_with_oa_hkd,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,listing_expenses_hkd,offer_currency,par_value,par_value_currency,reserved_f026,public_subscription_multiple_first_issue,reserved_f051,international_subscription_multiple_first_issue
2729.HK,,2729.HK,凯乐士科技,凯乐士科技,已上市0-180D,,,,,,2026-03-16 00:00:00,2026-03-16 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-23 00:00:00,2026-03-24 00:00:00,2026-03-24,主板,,,16.4,20.4,16.66,0.06500000000000039,200.0,,4121149999.9999995,555700000.0,,2153.26,3.37,,,,,,,,,,,,,,,"约24.5%未来六年内用于推进公司的核心机器人产品线(例如改善现有产品及开发新产品),以加强公司的市场地位、扩大公司的解决方案服务范围,并强化公司在场内物流机器人领域的领导地位。约20.5%将用于公司底层技术的研发(例如数字孪生技术、大模型技术及结合AI技术的机器人技术)及软件能力开发,以加强公司的技术能力并提升公司的产品性能,使公司能够为客户提供更智能高效的解决方案。约25.0%将用于扩大产能及提升制造能力(例如扩大制造能力及升级公司的生产系统)。约20.0%将用于支持公司的市场开发计划,包括有选择的海外业务扩张,旨在加强公司的品牌知名度及提升公司服务跨国客户的能力。约10.0%将用作营运资金及其他一般公司用途,以支持公司的日常营运及整体业务增长。",散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,21,2026/04/20,"发售以供认购,发售以供配售",是,否,,4121.15,36798000.0,36798000.0,42317600.0,36798000.0,3679800.0,3679800.0,33118200.0,33118200.0,,,,,5519600,0,,,,,,613054680.0,613054680.0,0.0000,57354680.0,HKD,1.0000000000,CNY,,2153.26,,3.37
2632.HK,,2632.HK,泽景股份,泽景股份,已上市0-180D,,,,,,2026-03-16 00:00:00,2026-03-16 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-23 00:00:00,2026-03-24 00:00:00,2026-03-24,主板,,,42.0,48.0,44.2,0.36666666666666714,50.0,,2424200000.0,649670000.0,15.329861646073,68.89,1.34,,,,,,,,,,,,,,,"预计所得款项净额的约46.7%将用于生产线扩展及自动化、智能化升级。预计所得款项净额的约32.4%将用于提升公司的研发及技术能力,以及升级公司的现有解决方案及开发基于同源技术的新产品。预计所得款项净额的约10.9%将用于与专注于光学成像、近眼显示、可穿戴产品等其他相关领域的产业价值链参与者的潜在战略合作,旨在巩固及提升公司的领先市场地位及技术能力。预计所得款项净额的约10.0%将用于营运资金及一般公司用途。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,22,2026/03/23,"发售以供认购,发售以供配售",是,否,,2424.2,16226500.0,16226500.0,16226500.0,16226500.0,1622650.0,1622650.0,14603850.0,14603850.0,,,,,,,,,,,2487500,717211300.0,717211300.0,0.0000,67541300.0,HKD,0.5000000000,CNY,,68.89,,1.34
2701.HK,,2701.HK,国民技术,国民技术,已上市0-180D,,,,,,2026-03-13 00:00:00,2026-03-13 00:00:00,2026-03-18 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-23 00:00:00,2026-03-23,主板,,,,10.8,10.8,,200.0,,2181780000.0,943900000.0,13.64522417154,131.83,2.51,,,,,,,,,,,,,,,"约50.8%用于增强公司的研发能力,开发新产品系列及提升产品性能,包括高性能MCU、多协议通信芯片、专业市场芯片、车规级芯片等。约9.2%用于升级公司的现有产品组合。约15.0%的所得款项净额或141.6百万港元将用于开展战略投资及收购。约15.0%用于偿还部分尚未偿还银行贷款。约10.0%用于营运资金及其他一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,24,2026/03/20,"发售以供认购,发售以供配售",是,否,,2181.78,95000000.0,95000000.0,95000000.0,95000000.0,9500000.0,9500000.0,85500000.0,85500000.0,,,,,,,,,,,12962400,1026000000.0,1026000000.0,0.0000,82100000.0,HKD,1.0000000000,CNY,,131.83,,2.51
3355.HK,,3355.HK,飞速创新,飞速创新,已上市0-180D,,,,,,2026-03-13 00:00:00,2026-03-13 00:00:00,2026-03-18 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-23 00:00:00,2026-03-23,主板,,,35.2,41.6,41.6,1.0,100.0,,4201960000.0,1787130000.0,37.055024608271,1579.71,10.92,,,,,,,,,,,,,,,"所得款项净额约40.0%将用于未来五年公司技术平台的数智化强化研发,战略重点包括(i)强化产品及解决方案开发能力;(ii)推进底层系统架构;及(iii)开发新的协议功能;所得款项净额约30.0%将用于提升公司于主要海外市场的交付能力;所得款项净额约20.0%将用于公司网络解决方案和服务业务平台的数字化;所得款项净额约10.0%将用作营运资金及一般企业用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,23,2026/04/17,"发售以供认购,发售以供配售",是,否,,4201.96,40000000.0,40000000.0,46000000.0,45675700.0,4000000.0,4000000.0,36000000.0,36000000.0,,,,,6000000,5675700,,,,,16922900,1900109120.0,1664000000.0,236109120.0000,112979120.0,HKD,1.0000000000,CNY,,1579.71,,10.92
1989.HK,,1989.HK,广合科技,广合科技,已上市0-180D,,,,,,2026-03-12 00:00:00,2026-03-12 00:00:00,2026-03-17 00:00:00,2026-03-18 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-20,主板,,,,71.88,71.88,,100.0,,7260490000.0,3185260000.0,44.94204652682,1070.72,14.64,,,,,,,,,,,,,,,"约19.7%的所得款项净额预期将用于购置及安装先进的生产设备,以及优化专注于算力场景PCB的泰国基地二期的生产工艺及产品质量,进而提升公司的生产能力;约52.1%的所得款项净额预期将用于扩建及升级公司在广州基地的生产设施,尤其是HDIPCB的产能;约10.0%的所得款项净额预期将用于提升公司在开发材料技术、改良生产工艺及产品开发方面的研发能力;约8.2%的所得款项净额预期将用于寻求与公司业务互补及符合公司发展策略的战略合作伙伴关系、投资或收购项目;约10.0%的所得款项净额预期将用作营运资金及一般企业用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,25,2026/03/19,"发售以供认购,发售以供配售",是,否,,7260.49,46000000.0,46000000.0,46000000.0,46000000.0,4600000.0,4600000.0,41400000.0,41400000.0,,,,,,,,,,,20674500,3306480000.0,3306480000.0,0.0000,121220000.0,HKD,1.0000000000,CNY,,1070.72,,14.64
7489.HK,,7489.HK,岚图汽车,岚图汽车,已上市0-180D,,,,,,2026-02-12 00:00:00,,,,,,2026-03-19,主板,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待补关键发行结构,等配发结果；暂不定一级仓位,0.2222222222222222,等配发结果；补最终发行价/认购倍数/中签率,港股IPO首发信息一览.csv,26,2026/02/12,介绍,是,否,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0000000000,CNY,,,,
3268.HK,,3268.HK,美格智能,美格智能,已上市0-180D,,,,,,2026-02-27 00:00:00,2026-02-27 00:00:00,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,2026-03-10,主板,,,,28.86,28.86,,100.0,,2915100000.0,1090800000.0,39.472518863823,174.12,4.5,,,,,,,,,,,,,,,"所得款项净额约55%将用于提升公司的研发及创新能力;所得款项净额约10%将用于拓展公司的海外销售网络及在海外市场推广公司的产品;所得款项净额约10%将用于战略投资及╱或收购,以实现公司的长期增长战略;所得款项净额约15%将用于偿还2025年6月后到期的若干计息银行借款(利率介乎1.95%及2.27%),以优化公司的财务结构并降低借款成本;所得款项净额约10%将用于营运资金及一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,27,2026/03/09,"发售以供认购,发售以供配售",是,否,,2915.1,35000000.0,40250000.0,35000000.0,40250000.0,3500000.0,3500000.0,31500000.0,36750000.0,,,,,,,,,,,15887400,1161615000.0,1161615000.0,0.0000,70815000.0,HKD,1.0000000000,CNY,,174.12,,4.5
2692.HK,,2692.HK,兆威机电,兆威机电,已上市0-180D,,,,,,2026-02-27 00:00:00,2026-02-27 00:00:00,2026-03-04 00:00:00,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-09,主板,,,,73.68,71.28,,100.0,,7442310000.0,1827730000.0,34.173012864369,1536.76,13.4,,,,,,,,,,,,,,,"所得款项净额的约35.0%,将用于在全球范围进行技术研发及扩展公司的产品组合。约30.0%,将用于在全球范围扩大公司的产能及提高生产效率。约15.0%,将用于有选择地开展全球战略合作、投资及并购,以增强公司在一体化微型传动与驱动系统及人形机器人等高增长应用场景领域的全球竞争力。约10.0%,将用于扩大公司的全球服务及销售网络及加大全球营销力度。约10.0%,将用作营运资金及一般企业用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,29,2026/03/06,"发售以供认购,发售以供配售",是,否,,7442.31,26748300.0,26748300.0,26748300.0,26748300.0,2674900.0,2674900.0,24073400.0,24073400.0,,,,,,,,,,,9140700,1906618824.0,1906618824.0,0.0000,78888824.0,HKD,1.0000000000,CNY,,1536.76,,13.4
2649.HK,,2649.HK,优乐赛共享,优乐赛共享,已上市0-180D,,,,,,2026-02-27 00:00:00,2026-02-27 00:00:00,2026-03-04 00:00:00,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-09,主板,,,11.0,14.0,11.0,0.0,500.0,,7070600000.0,175520000.0,,5297.23,4.2,,,,,,,,,,,,,,,约25.0%将用于完善和升级数字系统和平台；约25.0%将用于推进公司的海外扩张战略；约20.0%将用于扩展公司在全国范围内的服务网络；约20.0%将用于通过收购将公司服务的应用场景拓展至其他下游行业；约10.0%将用于一般企业用途和营运资金。,散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,30,2026/03/06,"发售以供认购,发售以供配售",是,否,,7070.6,20336000.0,20336000.0,23836000.0,20336000.0,2034000.0,2034000.0,18302000.0,18302000.0,,,,,3500000,,,,,,,223696000.0,223696000.0,0.0000,48176000.0,HKD,1.0000000000,CNY,,5297.23,,4.2
2715.HK,,2715.HK,埃斯顿,埃斯顿,已上市0-180D,,,,,,2026-02-27 00:00:00,2026-02-27 00:00:00,2026-03-04 00:00:00,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-09,主板,,,15.36,17.0,15.36,0.0,200.0,,3434290000.0,1411530000.0,35.181442446787,19.67,3.34,,,,,,,,,,,,,,,"约25.0%的所得款项净额,将用于扩充公司的全球生产能力,约25.0%的所得款项净额,将用于在全球产业链上下游有选择地寻求战略联盟、投资及收购机会,约20.0%的所得款项净额,将投资于研发项目,以推动下一代工业机器人技术的发展,旨在巩固公司的市场领导地位,约10.0%的所得款项净额,将用于提升公司的全球服务能力及开发组织范围内的数字化管理系统,旨在提升公司的全球品牌认知度并强化公司在国际市场中的核心竞争力,约10.0%的所得款项净额,将用于部分偿还现有贷款,剩余约10.0%的所得款项净额,将用于营运资金及一般企业用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,28,2026/04/07,"发售以供认购,发售以供配售",是,否,,3434.29,96780000.0,96780000.0,111297000.0,96780000.0,9678000.0,9678000.0,87102000.0,87102000.0,,,,,14517000,0,,,,,34048600,1486540800.0,1486540800.0,0.0000,75010800.0,HKD,1.0000000000,CNY,,19.67,,3.34
2706.HK,,2706.HK,海致科技集团,海致科技集团,已上市0-180D,,,,,,2026-02-05 00:00:00,2026-02-05 00:00:00,2026-02-10 00:00:00,2026-02-11 00:00:00,2026-02-12 00:00:00,2026-02-13 00:00:00,2026-02-13,主板,,,25.6,28.0,27.06,0.6083333333333326,200.0,,5656480000.0,655400000.0,15.419898471558,5065.06,8.39,,,,,,,,,,,,,,,"约45.0%将用于研发以强化图模融合技术。约20.0%将用于优化Atlas智能体。约15.0%将用于深化与客户的合作,探索新应用场景以及拓展香港及新加坡市场。约10.0%将用于战略投资、合并及收购。约10.0%将用于营运资金及一般公司用途。",散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,31,2026/02/12,"发售以供认购,发售以供配售",是,否,,5656.48,28030200.0,28030200.0,28030200.0,28030200.0,2803200.0,2803200.0,25227000.0,25227000.0,,,,,,,,,,,4307400,758497212.0,758497212.0,0.0000,103097212.0,HKD,0.1000000000,CNY,,5065.06,,8.39
9981.HK,,9981.HK,沃尔核材,沃尔核材,已上市0-180D,,,,,,2026-02-05 00:00:00,2026-02-05 00:00:00,2026-02-10 00:00:00,2026-02-11 00:00:00,2026-02-12 00:00:00,2026-02-13 00:00:00,2026-02-13,主板,,,,20.09,20.09,,200.0,,4058530000.0,2733600000.0,34.49941792115,569.58,8.19,,,,,,,,,,,,,,,"45%将用于实现产品组合多元化及升级产品以扩展业务范围并增加市场份额及渗透率,从而巩固公司于电子通信及电力传输行业的领先地位;27%将用于拓展全球业务版图、提升中国及马来西亚产能,以满足快速增长的海外市场不断增加的需求;18%将用于潜在战略投资及╱或收购;10%将用于营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,32,2026/02/12,"发售以供认购,发售以供配售",是,否,,4058.53,139988800.0,139988800.0,139988800.0,139988800.0,13999000.0,13999000.0,125989800.0,125989800.0,,,,,,,,,,,48231800,2812374992.0,2812374992.0,0.0000,78774992.0,HKD,1.0000000000,CNY,,569.58,,8.19
0470.HK,,0470.HK,先导智能,先导智能,已上市0-180D,,,,,,2026-02-03 00:00:00,2026-02-03 00:00:00,2026-02-06 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00,2026-02-11 00:00:00,2026-02-11,主板,,,,45.8,45.8,,100.0,,4626190000.0,4814400000.0,43.316430268,79.54,10.47,,,,,,,,,,,,,,,"约40%,将用于扩大全球研发、销售及服务网络以及选择性实施战略举措,以作为公司全球化战略的重要部分;约30%,将用于深化公司的平台化战略;约10%,将用于公司的产品设计及制造流程、智能装备技术优化的研发,以提高其性能及运行的稳定性,并降低能源消耗,以协助客户进一步提升生产效率及产品性能;约10%,将用于提升公司的数字化基础设施及改善各业务流程(如供应链管理、研发、生产、质量控制、销售及运营)的数字化能力,以提升运营效率;约10%,将用作营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,33,2026/03/08,"发售以供认购,发售以供配售",是,否,,4626.19,93616000.0,107658400.0,107658400.0,108058400.0,9361600.0,9361600.0,84254400.0,98296800.0,,,,,14042400,400000,,,,,46806600,4949074720.0,4930754720.0,18320000.0000,134674720.0,HKD,1.0000000000,CNY,,79.54,,10.47
2720.HK,,2720.HK,乐欣户外,乐欣户外,已上市0-180D,,,,,,2026-01-30 00:00:00,2026-01-31 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00,2026-02-10,主板,,,11.25,12.25,12.25,1.0,500.0,,6186780000.0,285200000.0,37.625402935505,3654.23,2.94,,,,,,,,,,,,,,,"所得款项净额约45.0%将用作品牌开发及推广；所得款项净额约25.0%将用作产品设计及开发及建立全球钓鱼用具创新中心；所得款项净额约20.0%将用作升级生产设施,并提升公司的数字化能力；所得款项净额约10.0%将用作营运资金及一般企业用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,35,2026/02/09,"发售以供认购,发售以供配售",是,否,,6186.78,28205000.0,28205000.0,28205000.0,28205000.0,2820500.0,2820500.0,25384500.0,25384500.0,,,,,,,,,,,10612000,345511250.0,345511250.0,0.0000,60311250.0,HKD,0.0005000000,USD,,3654.23,,2.94
0600.HK,,0600.HK,爱芯元智,爱芯元智,已上市0-180D,,,,,,2026-01-30 00:00:00,2026-01-30 00:00:00,2026-02-05 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00,2026-02-10,主板,,,28.2,28.2,28.2,,100.0,,2848440000.0,2830280000.0,48.219874955422,104.82,6.8,,,,,,,,,,,,,,,"约60.0%将用于投资优化公司现有的技术平台,主要以逐步提升现有产品的高性能及高效率,并在未来四年推出新产品；约15.0%将用于在未来四年投资研发项目,主要以开发扩大公司的业务范围的新技术；约5.0%将用于未来四年公司的销售扩张；约10.0%将用于股权投资或收购,旨在在未来四年进一步整合上下游行业资源；约10.0%将用于营运资金及其他一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,34,2026/03/08,"发售以供认购,发售以供配售",是,否,,2848.44,104915200.0,104915200.0,120652400.0,106091300.0,10491600.0,10491600.0,94423600.0,94423600.0,,,,,15737200,1176100,,,,,51156300,2991774660.0,2958608640.0,33166020.0000,161494660.0,HKD,1.0000000000,CNY,,104.82,,6.8
6809.HK,,6809.HK,澜起科技,澜起科技,已上市0-180D,,,,,,2026-01-30 00:00:00,2026-01-30 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-09 00:00:00,2026-02-09,主板,,,,106.89,106.89,,100.0,,10796800000.0,7947800000.0,43.324718572166,707.3,37.67,,,,,,,,,,,,,,,"约70.0%将在未来五年内用于投资互连类芯片领域的研发,提升公司的全球领先地位,把握云计算和AI基础设施领域的机遇;约5.0%将用于提高公司的商业化能力;约15.0%将用于战略投资及╱或收购,以实现公司的长期增长策略;约10.0%将用于营运资金及一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,36,2026/02/10,"发售以供认购,发售以供配售",是,否,,10796.8,65890000.0,65890000.0,75773500.0,75773500.0,6589000.0,6589000.0,59301000.0,59301000.0,,,,,9883500,9883500,,,,,32828000,8099429415.0,7042982100.0,1056447315.0000,151629415.0,HKD,1.0000000000,CNY,,707.3,,37.67
2714.HK,,2714.HK,牧原股份,牧原股份,已上市0-180D,,,,,,2026-01-29 00:00:00,2026-01-29 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-06,主板,,,,39.0,39.0,,100.0,,3939340000.0,11865400000.0,44.153166643338,5.88,8.62,,,,,,,,,,,,,,,"约60.0%将用于挖掘海外机遇扩大商业版图;募集资金净额约30.0%将用于在未来三年通过研发投入推动全产业链技术创新,以巩固公司在育种、智能养殖、营养管理及生物安全方面的竞争力;募集资金净额约10.0%将用作营运资金及一般企业用途。",公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,37,2026/03/05,"发售以供认购,发售以供配售",是,否,,3939.34,273951400.0,273951400.0,315044100.0,310223100.0,27395200.0,27395200.0,246556200.0,246556200.0,,,,,41092700,36271700,,,,,136972800,12098700900.0,10684104600.0,1414596300.0000,233300900.0,HKD,1.0000000000,CNY,,5.88,,8.62
3200.HK,,3200.HK,大族数控,大族数控,已上市0-180D,,,,,,2026-01-29 00:00:00,2026-01-29 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-06,主板,,,,95.8,95.8,,100.0,,9676610000.0,5337500000.0,43.46633261537,446.39,21.07,,,,,,,,,,,,,,,"约50.0%的所得款项净额将用于提升研发及营运能力。约40.0%的所得款项净额将用于提升PCB专用设备的产能。约10.0%的所得款项净额将用于营运资金及一般公司用途,以支持公司的日常运营与未来业务发展。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,39,2026/03/05,"发售以供认购,发售以供配售",是,否,,9676.61,50451800.0,50451800.0,58019500.0,58019500.0,5045200.0,5045200.0,45406600.0,45406600.0,,,,,7567700,7567700,,,,,25218400,5558268100.0,4833282440.0,724985660.0000,220768100.0,HKD,1.0000000000,CNY,,446.39,,21.07
