p05309_f001,p05309_f002,p05309_f003,p05309_f016,p05309_f004,p05309_f017,p05309_f005,p05309_f018,p05309_f006,p05309_f019,p05309_f009,p05309_f008,p05309_f011,p05309_f014,p05309_f010,p05309_f015,p05309_f012,p05309_f013
2513.HK,智谱,2026/01/08,2025/12/30,2026/01/07,是,雾淞资本有限公司,雾淞资本有限公司（‘雾淞’）为一间于香港注册成立之有限公司，并获证监会发牌从事第第1类、第4类及第9类受规管活动。该公司由ZHUO Ying最终拥有，其持有雾淞64%的股份，且为独立第三方。雾淞为雾淞精选股票有限合伙基金（‘雾淞有限合伙基金’）及部分基金与独立管理账户的全权投资管理人。雾淞已同意促使雾淞有限合伙基金认购发售股份。,ZHUO Ying,,645400,74995480.0000,HKD,1.7200,6,2026/07/08,数码解决方案服务,应用软件
2513.HK,智谱,2026/01/08,2025/12/30,2026/01/07,是,上海高毅及CICC Financial Trading Limited(就高毅场外掉期而言),"CICC Financial Trading Limited(‘CICC FT’)为中国国际金融股份有限公司的全资附属公司,其股份于上海证券交易所(股票代码:601995)及联交所(股份代号:3908)上市。CICC FT及中国国际金融股份有限公司(‘中金公司’)将与对方及最终客户(CICC FT最终客户(高毅))订立一系列跨境delta-one场外股权掉期交易(统称‘高毅场外掉期’),据此,CICC FT将按非全权委托方式持有发售股份以对冲高毅场外掉期,而相关发售股份的经济风险及回报将转移至CICC FT最终客户(高毅),惟须支付惯常费用及佣金。高毅场外掉期将完全由CICC FT最终客户(高毅)提供资金。于高毅场外掉期期间,CICC FT认购的发售股份的所有经济回报将透过高毅场外掉期转移至CICC FT最终客户(高毅),且所有经济损失由CICC FT最终客户(高毅)承担,而CICC FT将不参与发售股份的任何经济回报或承担任何经济损失。高毅场外掉期与发售股份挂钩,CICC FT最终客户(高毅)可于CICC FT与本公司签订基石协议当日起至上市日期起六个月止的禁售期届满后,酌情要求提早终止高毅场外掉期,届时CICC FT可根据高毅场外掉期的条款及条件处置发售股份并以现金结算高毅场外掉期。尽管CICC FT将自行持有发售股份的合法所有权,但根据其内部政策,其不会在高毅场外掉期期间行使相关发售股份所附带的投票权。据CICC FT经作出一切合理查询后所深知,CICC FT最终客户(高毅)均为CICC FT、中国国际金融香港证券有限公司(‘中金香港证券’)及中金香港证券所属集团成员公司的独立第三方,且概无单一最终实益拥有人于各CICC FT最终客户(高毅)持有30%或以上的权益。CICC FT最终客户(高毅)为上海高毅资产管理合伙企业(有限合伙)(‘上海高毅’)管理的投资基金。上海高毅为一家于中国成立的有限合伙企业,从事资产管理及投资管理,主要专注于二级市场投资。上海高毅管理的若干投资基金就紫金黄金国际有限公司(股份代号:2259)、南京维立志博生物科技股份有限公司(股份代号:9887)及宁德时代新能源科技股份有限公司(股份代号:3750)的基石投资订立了delta-one场外掉期交易,并承担一切经济回报及损失。上海高毅持有中国证券投资基金业协会认可的私募投资基金管理人资格。上海高毅的管理合伙人为上海高毅投资管理有限公司(‘高毅投资’)。Perseverance Asset Management为上海高毅的联属人士。经上海高毅确认,概无单一最终实益拥有人持有CICC FT最终客户(高毅)30%或以上权益。上海高毅及CICC FT最终客户(高毅)各自均为独立第三方。",,,602600,70022120.0000,HKD,1.6100,6,2026/07/08,数码解决方案服务,应用软件
2513.HK,智谱,2026/01/08,2025/12/30,2026/01/07,是,JinYi Capital Multi-Strategy Fund SPC Ltd.(为及代表Structured Credit SP Fund行事),"JinYi Capital Multi-Strategy Fund SPC Ltd.(‘进益资本’)为根据开曼群岛公司法注册成立的独立投资组合公司,并为于开曼群岛注册成立的获豁免有限公司。进益(天津)资产管理有限责任公司是进益资本的投资管理人,由范响最终控制。",范响,,468700,54462940.0000,HKD,1.2500,6,2026/07/08,数码解决方案服务,应用软件
2513.HK,智谱,2026/01/08,2025/12/30,2026/01/07,是,凌云光技术国际有限公司,"凌云光技术国际有限公司为凌云光技术股份有限公司(‘凌云光’)的全资附属公司,主要专注于光电信息领域的国际贸易及市场营销活动。",凌云光技术股份有限公司,"凌云光为一家于上海证券交易所上市的公司(股份代号:688400),以光学技术创新为基础,围绕机器视觉与光纤光学开展业务,致力于成为视觉人工智能与光电信息领域的全球领导者。",334800,38903760.0000,HKD,0.8900,6,2026/07/08,数码解决方案服务,应用软件
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Abu Dhabi Investment Authority,"ADIA管理着全球投资组合,其资产配置横跨逾二十余类资产类别及子类别,涵盖已开发市场股票、新兴市场股票、小型股、政府债券、信贷、固定收益、房地产、基础建设、私募股权、现金及另类资产。",,,2699000,116704760.0000,HKD,9.7400,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,"OrbiMed Genesis Master Fund, L.P.","OrbiMed Genesis Master Fund, L.P.(‘OrbiMed Genesis’)为一家于开曼群岛注册成立的豁免有限合伙企业。",OrbiMed Advisors LLC,OrbiMed Advisors通过管理委员会行使表决权及投资权，该委员会由Carl L. Gordon、Sven H. Borho及W. Carter Neild组成，上述人士均声明不拥有OrbiMed Genesis所持股份的实益所有权，惟其于该等股份中可能存在的金钱权益除外。,1799300,77801732.0000,HKD,6.4900,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,UBS Asset Management (Singapore) Ltd.,"UBS Asset Management (Singapore) Ltd.(‘UBS AM Singapore’),为一家于1993年12月在新加坡注册成立的公司。",瑞银集团有限公司,"而瑞银集团有限公司为一家根据瑞士法律组建的公司,向投资者发行普通股。瑞银集团有限公司的股份于瑞士证券交易所(股份代号UBSG)和纽约证券交易所(股份代号UBS)上市。",1799300,77801732.0000,HKD,6.4900,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,"LYFE Capital Fund IV (Dragon), L.P.","LYFE Capital Fund IV (Dragon), L.P.‘LYFE Capital Fund IV’，连同其联属公司，统称‘LYFE Capital’）为根据开曼群岛法律注册的私募股权基金有限合伙企业。",赵晋,LYFE Capital Global Partner Limited最终由独立第三方赵晋先生控股,899600,38898704.0000,HKD,3.2500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,华夏基金(香港)有限公司,华夏基金由中信证券股份有限公司(一间于上海证券交易所上市(股票代码600030)及香港联交所(股份代号6030)上市的公司)拥有62.2%权益。,中信证券股份有限公司,中信证券股份有限公司为中信里昂证券有限公司(全球发售的整体协调人兼包销商)的控股公司。,899600,38898704.0000,HKD,3.2500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,China Alpha Fund Management (HK) Limited,China Alpha为一间持有证券及期货事务监察委员会第4类( 就证券提供意见)及第9类(资产管理)执照的资产管理公司。,Junyan Wang,Junyan Wang先生为独立第三方。,899600,38898704.0000,HKD,3.2500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Huang River Investment Limited,Huang River Investment Limited由腾讯控股有限公司全资拥有。,腾讯控股有限公司,腾讯主要在中国从事提供通讯、社交、数字内容、游戏、营销服务、金融科技及业务服务。,899600,38898704.0000,HKD,3.2500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Tekful Limited,Tekful Limited为一家于2004年11月在英属维尔京群岛注册成立的公司。,Cai Dong Chen,Cai Dong Chen先生为独立第三方。,539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,盘京港景投资基金,盘京港景投资基金(‘盘京基金’)为根据开曼群岛公司法于开曼群岛注册成立的获豁免有限公司。,XIAO Jian,"XIAO Jian先生为独立第三方,是盘京基金的最终实益拥有人,持有其100%权益。",539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Sage Partners Master Fund,"Sage Partners Master Fund为于开曼群岛注册成立的获豁免有限公司,其由锐智资本有限公司管理。",,,539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Poly Platinum Enterprises Limited,"Poly Platinum为一家于英属维尔京群岛注册成立的有限责任公司,并由大湾区共同家园发展基金(有限合伙)(‘大湾区基金’)全资控股。",大湾区共同家园投资有限公司,"大湾区共同家园投资为于香港注册成立的有限公司,由十名股东联合持有,各自持有其不足13%的股权。大湾区共同家园投资的业务涵盖私募股权基金,旨在把握粤港澳大湾区发展、国际科创中心建设等历史机遇,聚焦科技创新、产业升级、美好生活、智慧城市等相关领域。",539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Integrated Core Strategies (Asia) Pte. Ltd.,ISCA在新加坡注册成立。,Israel Englander,Israel Englander先生为独立第三方。,539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Infini Global Master Fund,"Infini Global Master Fund (‘Infini’)是一只拥有广泛投资者基础的多策略全权投资基金,由无极资本管理有限公司(‘无极资本’)管理。",,,539800,23340952.0000,HKD,1.9500,6,2026/07/08,医疗设备及用品,医疗保健设备
2675.HK,精锋医疗-B,2026/01/08,2025/12/30,2026/01/07,是,Mega Prime Development Limited,Mega Prime为一家于英属维尔京群岛注册成立的有限责任公司，为GBA Homeland Limited的全资附属公司。,大湾区共同家园投资有限公司,"大湾区共同家园投资为于香港注册成立的有限公司,由十名股东联合持有,各自持有其不足13%的股权。大湾区共同家园投资的业务涵盖私募股权基金,旨在把握粤港澳大湾区发展、国际科创中心建设等历史机遇,聚焦科技创新、产业升级、美好生活、智慧城市等相关领域。",359800,15557752.0000,HKD,1.3000,6,2026/07/08,医疗设备及用品,医疗保健设备
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,衡信基金管理,"华泰资本投资与华泰证券将就九玖衡信(厦门)私募基金管理有限公司(‘衡信基金管理’,以其作为华泰最终客户的投资经理身份,并代表华泰最终客户)向华泰证券下达总回报掉期订单(‘客户总回报掉期’)订立一项背对背总回报掉期交易(‘华泰场外掉期’),据此,华泰资本投资将以非全权委托基准为及代表华泰最终客户持有发售股份的实益权益,以对冲与客户总回报掉期相关的华泰场外掉期,而相关发售股份的经济风险及回报最终将于扣除惯常费用及佣金后转予华泰最终客户。",Zheng Youxin,,1129900,163383540.0000,HKD,4.4400,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,汇添富资产管理(香港)有限公司,"汇添富资产管理(香港)有限公司(‘汇添富(香港)’)于2009年11月成立,为汇添富基金管理股份有限公司的全资附属公司。汇添富(香港)为第一批在中国内地以外地区设立的中国基金管理公司附属公司之一。汇添富(香港)获证监会发牌可根据证券及期货条例第V部进行第1类(证券交易)、第4类(就证券提供意见)及第9类(提供资产管理)受规管活动。汇添富(香港)管理投资基金、提供投资顾问服务及管理全权委托账户。除东方证券股份有限公司(其股份于上海证券交易所(证券代码600958)及联交所(股份代号3958)上市)持有汇添富基金管理股份有限公司35.41%的股权权益,概无其他股东持有汇添富基金管理股份有限公司30%或以上的股权权益。",东方证券股份有限公司,,1076100,155604060.0000,HKD,4.2300,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,Wind Sabre Fund SPC,"Wind Sabre Fund SPC(代表WindSabre Opportunities Fund SP并对其负责)为一家于开曼群岛成立的基金。Wind Sabre Fund SPC为一家于开曼群岛注册成立的有限责任独立投资组合公司,且为独立第三方。Wind Sabre Opportunities Fund SP为Wind Sabre Fund SPC的独立投资组合。",周大福代理人有限公司,,1076100,155604060.0000,HKD,4.2300,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,"Duckling Fund, L.P.","Duckling Fund, L.P.（‘Duckling Fund’）为一家根据开曼群岛法律注册的获豁免有限合伙企业。Duckling Fund的普通合伙人为Grandiflora Hook GP Limited，而该公司最终由Eric Li先生全资控制。Duckling Fund的唯一有限合伙人为Lionet Fund, L.P.，而Lionet Fund, L.P.专注于物流、医疗保健、电讯、媒体、科技及消费行业投资。LionetFund, L.P.的普通合伙人为Grandiflora Hook GP Limited。Lionet Fund, L.P.拥有超过15名有限合伙人，概无任何合伙人持有Lionet Fund, L.P. 30%或以上的合伙权益。Duckling Fund将以全权委托基准为及代表其客户持有发售股份的实益权益。据本公司所深知，Duckling Fund为独立第三方。",,,1076100,155604060.0000,HKD,4.2300,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,XN Mountain International Limited,"XN Mountain为一家于英属维京群岛注册成立的有限公司,由Focustar Capital全资拥有。Focustar Capital由汪建国先生拥有60%权益及由尹剑先生拥有40%权益。",汪建国,,914700,132265620.0000,HKD,3.6000,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,明山资本有限公司,"明山资本有限公司(‘明山资本’)按全权委托基准以投资经理身份为及代表Alphahill FutureFund、Manifold Master Fund及York House Investment Limited行事,为一家于香港注册成立的持牌法团。该公司受证监会规管,并持有第4类(就证券提供意见)及第9类(提供资产管理)受规管活动的牌照。明山资本的主要业务为资产管理。",Wang Xinting,,807100,116706660.0000,HKD,3.1700,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,Qin Wan Investment Limited,"Qin Wan Investment Limited(‘Qin Wan’)为一家于英属维京群岛注册成立的有限公司,主要从事投资活动,专注于人工智能领域的上下游产业链。该公司为一只全权投资基金,其投资决定须经Zhuang Yong先生(以其股东身份)批准及同意后方可作出。",Wang Jian,"Wang Jian先生拥有约18年银行业经验,曾任招商银行珠海分行副行长。",762600,110271960.0000,HKD,3.0000,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,第四范式国际有限公司,"第四范式国际有限公司(‘第四范式’)为北京第四范式智能技术股份有限公司(‘北京第四范式’)的全资附属公司,而北京第四范式为一家于中国注册成立的股份有限公司,且其H股于联交所主板上市(股份代号6682.HK)。第四范式为一家领先的人工智能公司,专注于开发及提供创新人工智能解决方案,以应对复杂的行业挑战、提升效率、推动技术进步并赋能客户创造更大的商业价值。",北京第四范式智能技术股份有限公司,"北京第四范式为一家于中国注册成立的股份有限公司,且其H股于联交所主板上市(股份代号
6682.HK)。",691500,99990900.0000,HKD,2.7200,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,UBS Asset Management (Singapore) Ltd.,UBS Asset Management (Singapore) Ltd.(‘UBS AM Singapore’)为一家于1993年12月在新加坡注册成立的公司,UBS Group AG,"UBS Group AG为一家根据瑞士法律组织为法团的公司,并已向投资者发行普通股股份。UBS Group AG的股份于瑞士证券交易所(股份代号UBSG)及纽约证券交易所(股份代号UBS)上市。",538000,77794800.0000,HKD,2.1200,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,Ocean Fine Industrial Limited,"OceanFine Industrial(‘Ocean Fine Industrial’)为一间于2003年在香港注册成立的公司,主要从事提供半导体进出口及电子元件测试服务。其为通富微电子股份有限公司(‘通富’)(一间于深圳证券交易所上市的公司,股份代号002156.SZ)的全资附属公司。",通富微电子股份有限公司,"通富为一间集成电路封装及测试服务供应商,为全球客户提供从设计模拟到封装及测试的一站式服务。",537100,77664660.0000,HKD,2.1100,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,OCM Limited,OCM Limited 为一间于香港注册成立的投资公司，主要从事股权投资。,Li Mingyuan,"Li Ming yuan先生一直积极投资于纳斯达克及其他交易所上市的科技企业,包括UP Fintech Holding Limited(纳斯达克TIGR)。",532700,77028420.0000,HKD,2.0900,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,China Orient Enhanced Income Fund,中国东方国际资产管理有限公司（‘中国东方国际’）担任China Orient Enhanced Income Fund（‘China Orient EIF’）及China Orient Multi-Strategy Master Fund（‘China Orient MSMF’）的投资经理，该两只基金均于开曼群岛注册。,中央汇金投资有限责任公司,"一家于2003年12月成立的国有投资公司,获授权代表中华人民共和国对国有重点金融企业行使出资人权利和履行出资人义务。",376600,54456360.0000,HKD,1.4800,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,华夏基金(香港)有限公司,"华夏基金(香港)有限公司(‘华夏基金(香港)’)于2008年9月在香港成立及注册成立。该公司为华夏基金管理有限公司(‘华夏基金’)的全资附属公司。华夏基金为合格境内机构投资者,为海内外零售及机构投资者提供涵盖股票、固定收益、货币市场等全方位的服务。截至2025年7月31日,其管理资产规模(包括附属公司)达206亿美元,为中国最大的资产管理公司之一。华夏基金为国家社会保障基金、企业年金、独立账户、欧美及亚洲的主权基金、中央银行、养老金、银行、资产管理公司、证券公司及其他海外机构客户提供服务。中信证券股份有限公司(‘中信证券’,其股份于上海证券交易所(证券代码600030.SH)及联交所(股份代号06030.HK)上市)持有华夏基金62.2%的权益。除中信证券外,概无其他股东持有华夏基金30%或以上股权。华夏基金(香港)已为及代表若干共同基金及全权委托账户参与全球发售。该等共同基金及全权委托账户的最终投资者均为独立第三方。",中信证券股份有限公司,,322800,46676880.0000,HKD,1.2700,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,安擎国际有限公司,"安擎国际有限公司(‘安擎国际’)于2019年9月25日在香港成立,并为安擎计算机信息股份有限公司(‘安擎计算机’)的全资附属公司。安擎国际主要作为安擎计算机在香港的业务平台及窗口,承担对接国际市场、拓展贸易及执行采购职能等任务。",俞跃渊,"俞跃渊先生为安擎计算机的董事,负责业务及技术发展。",228800,33084480.0000,HKD,0.9000,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,华胜天成科技(香港)有限公司,华胜天成科技(香港)有限公司(‘华胜天成(香港)’)为一家于2004年在香港注册成立的公司。其主要从事系统集成、应用软件开发及网络通讯产品销售业务。,北京华胜天成科技股份有限公司,"华胜天成(香港)为北京华胜天成科技股份有限公司(‘北京华胜天成’)的全资附属公司,其主要从事系统集成、产品化IT服务、应用软件开发以及人工智能相关产品及服务业务。北京华胜天成于上海证券交易所上市(股份代号600410.SH)",228200,32997720.0000,HKD,0.9000,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,DeepRoot Alpha Ltd,DeepRoot Alpha Ltd（‘DeepRoot Alpha’）为一家于英属维京群岛注册成立的有限责任商业公司。该公司为DeepRoot Partners Ltd（‘DeepRoot Partners’）的投资控股工具，而DeepRoot Partners持有DeepRoot Alpha的100股管理股份（DeepRoot Alpha的非参与、不可赎回、有表决权股份）。,Ma Hailan,,215200,31117920.0000,HKD,0.8500,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,China Orient Multi-Strategy Master Fund,中国东方国际资产管理有限公司（‘中国东方国际’）担任China Orient Enhanced Income Fund（‘China Orient EIF’）及China Orient Multi-Strategy Master Fund（‘China Orient MSMF’）的投资经理，该两只基金均于开曼群岛注册。,中央汇金投资有限责任公司,"一家于2003年12月成立的国有投资公司,获授权代表中华人民共和国对国有重点金融企业行使出资人权利和履行出资人义务。",161400,23338440.0000,HKD,0.6300,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,中兴通讯(香港)有限公司,"中兴通讯(香港)有限公司(‘中兴通讯(香港)’)为一家于香港注册成立的有限公司,主要从事信息技术业务。中兴通讯(香港)为中兴通讯股份有限公司(一家股份同时于深圳证券交易所(股份代号000063.SZ)及香港联交所(股份代号00763.HK)上市的公司)的全资附属公司。",中兴通讯股份有限公司,,151000,21834600.0000,HKD,0.5900,6,2026/07/08,半导体,半导体产品
9903.HK,天数智芯,2026/01/08,2025/12/30,2026/01/07,是,芯鑫控股有限公司,芯鑫控股有限公司(‘芯鑫控股’)为一家于香港注册成立的有限公司。,芯鑫融资租赁有限责任公司,"芯鑫控股作为投资控股平台运作,其主要业务为股权投资。截至2024年12月31日,芯鑫控股的长期股权投资约为65百万美元,总资产约为230百万美元。其投资组合包括半导体及先进制造等行业的股权投资。芯鑫租赁为一家专注于集成电路产业的境内融资租赁公司。",114400,16542240.0000,HKD,0.4500,6,2026/07/08,半导体,半导体产品
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,3W Fund Management Limited,"3W Fund Management Limited(‘3W Fund’)为一家于香港注册成立的有限公司,并获证监会发牌可进行第9类(提供资产管理)受规管活动。",Weiwei WU,,31769600,622688000.0000,HKD,11.1500,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Aspex Master Fund,"spex Master Fund(‘AMF’)为一家于开曼群岛注册成立并登记为互惠基金的公司。AMF由Aspex Management (HK) Limited(‘Aspex Management’)管理,该公司于香港注册成立,并获香港证券及期货事务监察委员会发牌于香港进行第9类(资产管理)受规管活动。Li Ho Kei先生透过控股实体为Aspex Management的唯一最终实益拥有人及AMF的投票权控制人。",Li Ho Kei,,11913600,233508000.0000,HKD,4.1800,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,WT Asset Management Limited,"WT Asset Management Limited(‘WT Asset Management’)为于香港注册成立的有限公司,并获证监会发牌从事第9类(资产管理)受规管活动。WT Asset Management由Tongshu Wang先生实益拥有100%权益,彼为独立第三方。",Tongshu Wang,,11913600,233508000.0000,HKD,4.1800,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Hao Capital Management Limited,"Hao Capital于2014年4月注册成立,并获开曼群岛金融管理局认可担任该基金的投资经理。",Zhang Hao,,7942400,155672000.0000,HKD,2.7900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,QM125 Limited,"QM125 Limited(‘QM125’)为一家根据英属维尔京群岛法律注册成立的公司,由Qiming Venture Partners VIII Investments, LLC拥有。",Gary Edward Rieschel及Duane Ziping Kuang,,7942400,155672000.0000,HKD,2.7900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,CICC Financial Trading Limited,"CICC FT为中国国际金融股份有限公司(其股份于上海证券交易所(股票代码:601995)及联交所(股份代号:3908)上市)的全资附属公司。CICC FT为中金香港证券的关连客户,以非全权酌情方式代表独立第三方持有证券。",中国国际金融股份有限公司,其股份于上海证券交易所(股票代码:601995)及联交所(股份代号:3908)上市。,5956800,116754000.0000,HKD,2.0900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,中国平安资产管理(香港)有限公司,"中国平安资产管理(香港)有限公司(‘平安资产香港’)成立于2006年5月,为中国平安保险(集团)股份有限公司(‘平安集团’(于中国注册成立的有限公司,股份于香港联交所(股份代号:2318)及上海证券交易所(股票代码:601318)上市))的间接全资附属公司,是负责平安集团海外投资管理业务的主要实体。",中国平安保险(集团)股份有限公司,"中国平安保险(集团)股份有限公司(‘平安集团’(于中国注册成立的有限公司,股份于香港联交所(股份代号:2318)及上海证券交易所(股票代码:601318)上市))。",5956800,116754000.0000,HKD,2.0900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,QM120 Limited,"QM120 Limited(‘QM120’)为一家根据英属维尔京群岛法律注册成立的公司,由Qiming Venture Partners VI, L.P.(‘QVP’)及Qiming Managing Directors Fund VI,L.P.(‘QMDF’)最终拥有",Gary Edward Rieschel及Duane Ziping Kuang,,5956800,116754000.0000,HKD,2.0900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Lion Global Investors Limited,"Lion Global Investors Limited(‘Lion Global’)自1986年于新加坡成立以来,作为当地培育的资产管理公司,始终致力为投资者提供量身定制的投资方案,并跻身新加坡领先资产管理机构之列。Lion Global以一体化集团模式横跨东盟及大中华地区,秉持长远管理客户资产的理念,并透过与OCBC Group及Great Eastern的协同效应,协助投资者实现财富增长。OCBC以资产规模计为东南亚第二大金融服务集团,Great Eastern则是新加坡与马来西亚历史最悠久、根基最稳固的人寿保险集团。凭藉深厚的在地母公司背景与历史底蕴,结合Lion Global所属集团公司的资源与网络的调度能力,Lion Global独具优势为投资者提供以亚洲为核心的顶尖解决方案。",Oversea-Chinese Banking Corporation Limited,"于新加坡交易所上市,新加坡交易所股票代码:O39。",5956800,116754000.0000,HKD,2.0900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Huadeng Technology Peak Fortitude Ventures Ltd,Huadeng Technology Peak Fortitude Ventures Ltd(‘Huadeng Technology’)为一家于英属维尔京群岛注册成立的公司。,,,5956800,116754000.0000,HKD,2.0900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,"MY Asian Opportunities Master Fund, L.P.","MY Asian Opportunities Master Fund, L.P.(‘MY Asian’)为于开曼群岛成立的基金,由MY.Alpha Management HK Advisors Limited(‘MY.Alpha’)管理。",,,4765400,93403200.0000,HKD,1.6700,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,神州数码(香港)有限公司,"神州数码(香港)有限公司(‘神州数码’)为一家于香港注册成立的有限公司,并为神州数码集团股份有限公司(一家深圳证券交易所上市公司(000034),‘神州数码集团’)的全资附属公司。",神州数码集团股份有限公司,"神州数码集团是中国领先的数字化转型合作伙伴,深入涉足信息技术分发、云服务及人工智能驱动的产业升级。神州数码集团于深圳证券交易所上市,经营稳健。作为神州数码集团海外业务的核心载体,神州数码帮助神州数码集团对接全球资源,并赋能数字服务在国际市场的拓展。",3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
